merged_person_id,first_abs,last_abs,first_ts,frames,age_mode,gender_mode
2112,2025-08-16 16:53:13.708,2025-08-16 16:53:13.708,05:12:13.709,1,34,Male
2113,2025-08-16 16:53:22.508,2025-08-16 16:53:23.308,05:12:22.508,2,28,Male
2114,2025-08-16 16:53:46.507,2025-08-16 16:53:46.507,05:12:46.507,1,27,Female
2115,2025-08-16 16:53:56.907,2025-08-16 16:53:56.907,05:12:56.907,1,26,Female
2116,2025-08-16 16:54:05.706,2025-08-16 18:19:23.269,05:13:05.707,5,33,Male
2117,2025-08-16 16:54:08.906,2025-08-16 16:54:08.906,05:13:08.907,1,26,Female
2118,2025-08-16 16:54:16.906,2025-08-16 16:54:16.906,05:13:16.906,1,33,Female
2119,2025-08-16 16:54:17.706,2025-08-16 16:54:17.706,05:13:17.706,1,29,Male
2120,2025-08-16 16:54:18.506,2025-08-16 16:54:19.306,05:13:18.506,2,23,Male
2121,2025-08-16 16:54:24.906,2025-08-16 16:54:24.906,05:13:24.906,1,29,Male
2122,2025-08-16 16:54:50.505,2025-08-16 16:54:50.505,05:13:50.505,1,29,Female
2123,2025-08-16 16:54:51.305,2025-08-16 16:54:51.305,05:13:51.305,1,29,Female
2124,2025-08-16 16:54:53.705,2025-08-16 16:55:10.504,05:13:53.705,20,27,Female
2125,2025-08-16 16:55:10.504,2025-08-16 16:55:10.504,05:14:10.505,1,38,Male
2126,2025-08-16 16:55:24.104,2025-08-16 16:55:24.104,05:14:24.104,1,31,Female
2127,2025-08-16 16:55:32.903,2025-08-16 16:55:32.903,05:14:32.904,1,0,
2128,2025-08-16 16:55:40.903,2025-08-16 16:55:40.903,05:14:40.904,1,24,Male
2129,2025-08-16 16:55:41.703,2025-08-16 16:55:41.703,05:14:41.704,1,30,Male
2130,2025-08-16 16:55:41.703,2025-08-16 16:55:41.703,05:14:41.704,1,27,Male
2131,2025-08-16 16:55:42.503,2025-08-16 16:55:42.503,05:14:42.504,1,25,Female
2132,2025-08-16 16:55:42.503,2025-08-16 16:56:00.902,05:14:42.504,15,29,Male
2133,2025-08-16 16:55:43.303,2025-08-16 16:55:43.303,05:14:43.304,1,28,Male
2134,2025-08-16 16:55:44.103,2025-08-16 16:55:44.103,05:14:44.104,1,29,Male
2135,2025-08-16 16:56:02.502,2025-08-16 16:56:02.502,05:15:02.503,1,0,
2136,2025-08-16 16:56:56.901,2025-08-16 16:56:56.901,05:15:56.901,1,27,Male
2137,2025-08-16 16:57:32.899,2025-08-16 16:57:32.899,05:16:32.900,1,0,
2138,2025-08-16 16:57:34.499,2025-08-16 16:57:34.499,05:16:34.500,1,0,
2139,2025-08-16 16:57:37.699,2025-08-16 16:57:39.299,05:16:37.700,3,23,Female
2140,2025-08-16 16:57:43.299,2025-08-16 16:57:43.299,05:16:43.300,1,23,Female
2141,2025-08-16 16:57:54.499,2025-08-16 16:57:54.499,05:16:54.499,1,26,Male
2142,2025-08-16 16:58:00.099,2025-08-16 16:58:00.099,05:17:00.099,1,31,Male
2143,2025-08-16 16:58:07.298,2025-08-16 16:58:07.298,05:17:07.299,1,28,Male
2144,2025-08-16 16:58:08.098,2025-08-16 16:58:08.098,05:17:08.099,1,33,Female
2145,2025-08-16 16:58:08.898,2025-08-16 16:58:08.898,05:17:08.899,1,31,Male
2146,2025-08-16 16:58:08.898,2025-08-16 16:58:08.898,05:17:08.899,1,29,Male
2147,2025-08-16 16:58:11.298,2025-08-16 16:58:11.298,05:17:11.299,1,22,Female
2148,2025-08-16 16:58:19.298,2025-08-16 16:58:19.298,05:17:19.298,1,29,Male
2149,2025-08-16 16:58:34.497,2025-08-16 16:58:34.497,05:17:34.498,1,28,Male
2150,2025-08-16 16:58:36.897,2025-08-16 16:58:36.897,05:17:36.898,1,27,Male
2151,2025-08-16 16:58:54.497,2025-08-16 16:58:56.097,05:17:54.497,2,28,Female
2152,2025-08-16 16:59:11.296,2025-08-16 16:59:11.296,05:18:11.297,1,24,Female
2153,2025-08-16 16:59:12.096,2025-08-16 16:59:12.896,05:18:12.097,2,23,Female
2154,2025-08-16 16:59:21.696,2025-08-16 16:59:24.896,05:18:21.696,2,27,Male
2155,2025-08-16 16:59:28.896,2025-08-16 16:59:28.896,05:18:28.896,1,28,Female
2156,2025-08-16 16:59:28.896,2025-08-16 16:59:28.896,05:18:28.896,1,36,Male
2157,2025-08-16 16:59:32.895,2025-08-16 16:59:32.895,05:18:32.896,1,0,
2158,2025-08-16 16:59:36.895,2025-08-16 16:59:36.895,05:18:36.896,1,37,Male
2159,2025-08-16 16:59:56.095,2025-08-16 16:59:56.095,05:18:56.095,1,35,Male
2160,2025-08-16 16:59:58.495,2025-08-16 16:59:58.495,05:18:58.495,1,0,
2161,2025-08-16 17:00:09.694,2025-08-16 17:00:09.694,05:19:09.695,1,30,Male
2162,2025-08-16 17:00:16.894,2025-08-16 17:00:16.894,05:19:16.894,1,0,
2163,2025-08-16 17:00:34.493,2025-08-16 17:00:34.493,05:19:34.494,1,28,Female
2164,2025-08-16 17:00:39.293,2025-08-16 17:00:39.293,05:19:39.294,1,0,
2165,2025-08-16 17:01:02.492,2025-08-16 17:01:13.692,05:20:02.493,15,29,Male
2166,2025-08-16 17:01:08.092,2025-08-16 17:01:08.092,05:20:08.093,1,0,
2167,2025-08-16 17:01:13.692,2025-08-16 17:01:13.692,05:20:13.693,1,28,Male
2168,2025-08-16 17:01:29.692,2025-08-16 17:01:29.692,05:20:29.692,1,27,Female
2169,2025-08-16 17:01:30.491,2025-08-16 17:01:30.491,05:20:30.492,1,28,Male
2170,2025-08-16 17:01:36.091,2025-08-16 17:01:36.091,05:20:36.092,1,0,
2171,2025-08-16 17:01:36.891,2025-08-16 17:01:38.491,05:20:36.892,3,21,Female
2172,2025-08-16 17:01:38.491,2025-08-16 17:01:48.891,05:20:38.492,2,25,Female
2173,2025-08-16 17:02:04.090,2025-08-16 17:02:04.090,05:21:04.091,1,28,Male
2174,2025-08-16 17:02:04.890,2025-08-16 17:02:04.890,05:21:04.891,1,29,Male
2175,2025-08-16 17:02:33.689,2025-08-16 17:02:33.689,05:21:33.690,1,26,Male
2176,2025-08-16 17:02:39.289,2025-08-16 17:04:54.151,05:21:39.290,34,0,
2177,2025-08-16 17:02:43.289,2025-08-16 17:02:43.289,05:21:43.290,1,0,
2178,2025-08-16 17:02:58.555,2025-08-16 17:02:58.622,05:21:58.556,2,32,Male
2179,2025-08-16 17:02:59.022,2025-08-16 17:02:59.822,05:21:59.022,13,28,Female
2180,2025-08-16 17:02:59.622,2025-08-16 17:03:07.688,05:21:59.622,120,32,Male
2181,2025-08-16 17:03:00.089,2025-08-16 17:03:00.155,05:22:00.089,2,27,Female
2182,2025-08-16 17:03:02.155,2025-08-16 17:03:07.622,05:22:02.156,74,27,Male
2183,2025-08-16 17:03:03.288,2025-08-16 17:03:05.355,05:22:03.289,22,26,Female
2184,2025-08-16 17:03:43.687,2025-08-16 17:03:43.687,05:22:43.688,1,31,Female
2185,2025-08-16 17:04:18.419,2025-08-16 17:04:18.419,05:23:18.420,1,36,Male
2186,2025-08-16 17:04:31.219,2025-08-16 17:04:31.219,05:23:31.219,1,0,
2187,2025-08-16 17:04:31.752,2025-08-16 17:04:31.752,05:23:31.753,1,26,Female
2188,2025-08-16 17:04:32.819,2025-08-16 17:04:32.819,05:23:32.819,1,34,Female
2189,2025-08-16 17:04:33.085,2025-08-16 17:04:33.085,05:23:33.086,1,43,Male
2190,2025-08-16 17:04:33.352,2025-08-16 17:04:33.885,05:23:33.353,3,28,Male
2191,2025-08-16 17:04:34.685,2025-08-16 17:04:34.685,05:23:34.686,1,0,
2192,2025-08-16 17:04:54.418,2025-08-16 17:05:53.949,05:23:54.419,141,0,
2193,2025-08-16 17:05:05.284,2025-08-16 17:05:05.284,05:24:05.285,1,29,Male
2194,2025-08-16 17:05:22.617,2025-08-16 17:05:22.617,05:24:22.618,1,34,Male
2195,2025-08-16 17:05:22.950,2025-08-16 17:05:22.950,05:24:22.951,1,29,Male
2196,2025-08-16 17:05:30.950,2025-08-16 17:05:32.283,05:24:30.951,3,27,Female
2197,2025-08-16 17:05:36.617,2025-08-16 17:05:37.617,05:24:36.617,4,0,
2198,2025-08-16 17:05:45.283,2025-08-16 17:05:45.616,05:24:45.283,2,30,Female
2199,2025-08-16 17:05:48.283,2025-08-16 17:05:48.283,05:24:48.283,1,27,Female
2200,2025-08-16 17:05:52.949,2025-08-16 17:05:52.949,05:24:52.950,1,23,Male
2201,2025-08-16 17:05:54.949,2025-08-16 17:05:55.283,05:24:54.950,2,25,Female
2202,2025-08-16 17:06:03.616,2025-08-16 17:06:03.616,05:25:03.616,1,0,
2203,2025-08-16 17:06:04.282,2025-08-16 17:06:04.282,05:25:04.283,1,39,Male
2204,2025-08-16 17:06:15.282,2025-08-16 17:06:15.282,05:25:15.282,1,28,Male
2205,2025-08-16 17:06:21.615,2025-08-16 17:06:21.615,05:25:21.616,1,26,Male
2206,2025-08-16 17:06:24.948,2025-08-16 17:06:24.948,05:25:24.949,1,25,Female
2207,2025-08-16 17:06:27.615,2025-08-16 17:06:29.282,05:25:27.615,6,27,Male
2208,2025-08-16 17:06:36.615,2025-08-16 17:06:47.281,05:25:36.615,26,30,Female
2209,2025-08-16 17:06:42.614,2025-08-16 17:06:42.614,05:25:42.615,1,27,Male
2210,2025-08-16 17:06:42.948,2025-08-16 17:06:50.281,05:25:42.948,19,24,Male
2211,2025-08-16 17:06:43.281,2025-08-16 17:06:43.614,05:25:43.282,2,26,Male
2212,2025-08-16 17:06:46.281,2025-08-16 17:06:46.281,05:25:46.281,1,31,Female
2213,2025-08-16 17:06:47.948,2025-08-16 17:06:51.281,05:25:47.948,6,28,Female
2214,2025-08-16 17:06:58.281,2025-08-16 17:06:58.281,05:25:58.281,1,0,
2215,2025-08-16 17:07:00.614,2025-08-16 17:07:00.614,05:26:00.614,1,0,
2216,2025-08-16 17:07:03.947,2025-08-16 17:07:03.947,05:26:03.948,1,32,Male
2217,2025-08-16 17:07:45.279,2025-08-16 17:07:45.279,05:26:45.279,1,33,Male
2218,2025-08-16 17:08:01.945,2025-08-16 17:08:01.945,05:27:01.946,1,45,Male
2219,2025-08-16 17:08:02.612,2025-08-16 17:08:02.612,05:27:02.612,1,33,Male
2220,2025-08-16 17:08:09.612,2025-08-16 17:08:09.612,05:27:09.612,1,30,Male
2221,2025-08-16 17:08:12.611,2025-08-16 17:08:19.945,05:27:12.612,8,30,Female
2222,2025-08-16 17:08:29.944,2025-08-16 17:08:29.944,05:27:29.945,1,0,
2223,2025-08-16 17:08:32.944,2025-08-16 17:08:32.944,05:27:32.945,1,0,
2224,2025-08-16 17:08:39.944,2025-08-16 17:08:39.944,05:27:39.944,1,24,Male
2225,2025-08-16 17:08:47.944,2025-08-16 17:08:47.944,05:27:47.944,1,24,Male
2226,2025-08-16 17:08:49.610,2025-08-16 17:08:49.610,05:27:49.611,1,0,
2227,2025-08-16 17:08:56.277,2025-08-16 17:08:56.277,05:27:56.277,1,0,
2228,2025-08-16 17:09:11.276,2025-08-16 17:09:11.276,05:28:11.277,1,34,Male
2229,2025-08-16 17:09:55.608,2025-08-16 17:09:58.608,05:28:55.608,10,0,
2230,2025-08-16 17:10:05.274,2025-08-16 17:10:05.274,05:29:05.275,1,0,
2231,2025-08-16 17:10:06.274,2025-08-16 17:16:30.661,05:29:06.275,17,27,Female
2232,2025-08-16 17:10:24.607,2025-08-16 17:10:24.607,05:29:24.608,1,0,
2233,2025-08-16 17:10:29.607,2025-08-16 17:10:29.607,05:29:29.607,1,34,Male
2234,2025-08-16 17:10:33.273,2025-08-16 17:10:33.273,05:29:33.274,1,28,Female
2235,2025-08-16 17:10:36.940,2025-08-16 17:10:38.273,05:29:36.940,5,28,Male
2236,2025-08-16 17:10:43.940,2025-08-16 17:10:44.273,05:29:43.940,2,32,Male
2237,2025-08-16 17:11:05.272,2025-08-16 17:11:15.939,05:30:05.273,3,34,Male
2238,2025-08-16 17:11:09.606,2025-08-16 17:11:18.605,05:30:09.606,13,0,
2239,2025-08-16 17:11:15.272,2025-08-16 17:11:15.272,05:30:15.272,1,27,Male
2240,2025-08-16 17:11:18.939,2025-08-16 17:11:19.605,05:30:18.939,3,25,Female
2241,2025-08-16 17:11:24.272,2025-08-16 17:11:24.605,05:30:24.272,2,0,
2242,2025-08-16 17:11:29.272,2025-08-16 17:11:29.272,05:30:29.272,1,39,Female
2243,2025-08-16 17:11:30.938,2025-08-16 17:11:30.938,05:30:30.939,1,23,Male
2244,2025-08-16 17:11:31.605,2025-08-16 17:11:31.605,05:30:31.605,1,0,
2245,2025-08-16 17:11:33.271,2025-08-16 17:11:33.271,05:30:33.272,1,32,Female
2246,2025-08-16 17:11:37.271,2025-08-16 17:11:37.271,05:30:37.272,1,28,Female
2247,2025-08-16 17:11:48.604,2025-08-16 17:11:48.604,05:30:48.605,1,25,Male
2248,2025-08-16 17:11:48.938,2025-08-16 17:11:51.937,05:30:48.938,2,26,Male
2249,2025-08-16 17:11:48.938,2025-08-16 17:11:48.938,05:30:48.938,1,0,
2250,2025-08-16 17:11:50.937,2025-08-16 17:12:01.604,05:30:50.938,16,28,Female
2251,2025-08-16 17:11:58.604,2025-08-16 17:11:58.604,05:30:58.604,1,35,Female
2252,2025-08-16 17:12:00.604,2025-08-16 17:12:19.937,05:31:00.604,33,28,Male
2253,2025-08-16 17:12:02.604,2025-08-16 17:12:02.604,05:31:02.604,1,30,Male
2254,2025-08-16 17:12:03.604,2025-08-16 17:12:05.270,05:31:03.604,6,29,Male
2255,2025-08-16 17:12:21.270,2025-08-16 17:12:23.936,05:31:21.270,6,24,Male
2256,2025-08-16 17:12:23.603,2025-08-16 17:12:25.603,05:31:23.604,5,29,Male
2257,2025-08-16 17:12:27.936,2025-08-16 17:12:28.270,05:31:27.937,2,29,Male
2258,2025-08-16 17:12:28.603,2025-08-16 17:12:28.603,05:31:28.603,1,26,Male
2259,2025-08-16 17:12:38.269,2025-08-16 17:19:41.055,05:31:38.270,26,24,Female
2260,2025-08-16 17:12:50.602,2025-08-16 17:13:55.600,05:31:50.603,12,31,Male
2261,2025-08-16 17:12:57.935,2025-08-16 17:12:58.269,05:31:57.936,2,21,Female
2262,2025-08-16 17:13:08.602,2025-08-16 17:13:08.602,05:32:08.602,1,41,Female
2263,2025-08-16 17:13:13.601,2025-08-16 17:13:28.934,05:32:13.602,45,25,Male
2264,2025-08-16 17:13:20.934,2025-08-16 17:13:21.934,05:32:20.935,4,23,Female
2265,2025-08-16 17:13:29.268,2025-08-16 17:13:29.268,05:32:29.268,1,35,Female
2266,2025-08-16 17:13:29.601,2025-08-16 17:13:35.934,05:32:29.601,20,29,Male
2267,2025-08-16 17:13:30.601,2025-08-16 17:13:30.601,05:32:30.601,1,38,Male
2268,2025-08-16 17:13:33.267,2025-08-16 17:13:33.934,05:32:33.268,3,34,Male
2269,2025-08-16 17:13:44.600,2025-08-16 17:13:44.600,05:32:44.601,1,29,Female
2270,2025-08-16 17:13:45.267,2025-08-16 17:13:46.267,05:32:45.267,4,34,Male
2271,2025-08-16 17:13:50.600,2025-08-16 17:14:02.600,05:32:50.601,6,26,Male
2272,2025-08-16 17:13:57.933,2025-08-16 17:13:57.933,05:32:57.934,1,26,Female
2273,2025-08-16 17:14:00.600,2025-08-16 17:14:00.933,05:33:00.600,2,0,
2274,2025-08-16 17:14:03.266,2025-08-16 17:14:03.266,05:33:03.267,1,28,Male
2275,2025-08-16 17:14:04.266,2025-08-16 17:14:05.600,05:33:04.267,3,35,Male
2276,2025-08-16 17:14:37.199,2025-08-16 17:14:37.199,05:33:37.199,1,26,Male
2277,2025-08-16 17:14:45.998,2025-08-16 17:14:46.798,05:33:45.999,3,22,Female
2278,2025-08-16 17:14:46.398,2025-08-16 17:14:46.398,05:33:46.399,1,25,Male
2279,2025-08-16 17:14:46.798,2025-08-16 17:14:46.798,05:33:46.799,1,24,Male
2280,2025-08-16 17:14:47.998,2025-08-16 17:15:13.197,05:33:47.999,34,24,Female
2281,2025-08-16 17:14:51.998,2025-08-16 17:14:51.998,05:33:51.999,1,25,Male
2282,2025-08-16 17:14:52.398,2025-08-16 17:14:52.398,05:33:52.399,1,35,Male
2283,2025-08-16 17:14:57.998,2025-08-16 17:14:57.998,05:33:57.998,1,0,
2284,2025-08-16 17:14:58.398,2025-08-16 17:14:58.398,05:33:58.398,1,0,
2285,2025-08-16 17:15:20.464,2025-08-16 17:15:20.464,05:34:20.464,1,28,Male
2286,2025-08-16 17:15:28.797,2025-08-16 17:18:39.857,05:34:28.797,7,27,Male
2287,2025-08-16 17:15:50.263,2025-08-16 17:15:50.263,05:34:50.263,1,39,Male
2288,2025-08-16 17:15:51.063,2025-08-16 17:15:54.263,05:34:51.063,5,27,Female
2289,2025-08-16 17:15:51.463,2025-08-16 17:15:51.463,05:34:51.463,1,0,
2290,2025-08-16 17:15:51.863,2025-08-16 17:15:51.863,05:34:51.863,1,25,Female
2291,2025-08-16 17:15:52.263,2025-08-16 17:15:53.463,05:34:52.263,2,20,Female
2292,2025-08-16 17:15:57.863,2025-08-16 17:15:57.863,05:34:57.863,1,0,
2293,2025-08-16 17:15:59.463,2025-08-16 17:15:59.463,05:34:59.463,1,33,Male
2294,2025-08-16 17:16:04.662,2025-08-16 17:16:04.662,05:35:04.663,1,27,Female
2295,2025-08-16 17:16:05.062,2025-08-16 17:16:05.062,05:35:05.063,1,29,Female
2296,2025-08-16 17:16:12.262,2025-08-16 17:16:12.262,05:35:12.263,1,40,Male
2297,2025-08-16 17:16:15.462,2025-08-16 17:16:15.462,05:35:15.462,1,29,Male
2298,2025-08-16 17:16:16.662,2025-08-16 17:16:17.462,05:35:16.662,2,26,Male
2299,2025-08-16 17:16:16.662,2025-08-16 17:16:18.662,05:35:16.662,3,32,Male
2300,2025-08-16 17:16:19.462,2025-08-16 17:16:19.462,05:35:19.462,1,29,Female
2301,2025-08-16 17:16:20.662,2025-08-16 17:16:20.662,05:35:20.662,1,28,Female
2302,2025-08-16 17:16:21.462,2025-08-16 17:16:21.462,05:35:21.462,1,35,Male
2303,2025-08-16 17:16:21.462,2025-08-16 17:16:21.462,05:35:21.462,1,0,
2304,2025-08-16 17:16:22.662,2025-08-16 17:16:22.662,05:35:22.662,1,36,Female
2305,2025-08-16 17:16:23.862,2025-08-16 17:16:24.262,05:35:23.862,2,26,Male
2306,2025-08-16 17:16:25.062,2025-08-16 17:16:25.462,05:35:25.062,2,24,Male
2307,2025-08-16 17:16:28.262,2025-08-16 17:16:29.462,05:35:28.262,4,29,Female
2308,2025-08-16 17:16:44.261,2025-08-16 17:16:44.261,05:35:44.262,1,28,Female
2309,2025-08-16 17:16:49.461,2025-08-16 17:16:49.461,05:35:49.461,1,31,Male
2310,2025-08-16 17:16:52.661,2025-08-16 17:16:52.661,05:35:52.661,1,0,
2311,2025-08-16 17:16:57.061,2025-08-16 17:16:57.861,05:35:57.061,2,26,Female
2312,2025-08-16 17:17:04.660,2025-08-16 17:17:04.660,05:36:04.661,1,24,Male
2313,2025-08-16 17:17:05.060,2025-08-16 17:17:05.060,05:36:05.061,1,25,Male
2314,2025-08-16 17:17:14.660,2025-08-16 17:17:14.660,05:36:14.661,1,27,Male
2315,2025-08-16 17:17:16.260,2025-08-16 17:17:16.260,05:36:16.260,1,38,Male
2316,2025-08-16 17:17:17.060,2025-08-16 17:17:17.460,05:36:17.060,2,31,Female
2317,2025-08-16 17:17:17.460,2025-08-16 17:17:18.660,05:36:17.460,4,0,
2318,2025-08-16 17:17:18.260,2025-08-16 17:17:18.260,05:36:18.260,1,24,Male
2319,2025-08-16 17:17:25.460,2025-08-16 17:17:25.460,05:36:25.460,1,25,Female
2320,2025-08-16 17:17:27.460,2025-08-16 17:17:35.459,05:36:27.460,2,25,Female
2321,2025-08-16 17:17:28.660,2025-08-16 17:17:28.660,05:36:28.660,1,27,Male
2322,2025-08-16 17:17:34.259,2025-08-16 17:17:41.059,05:36:34.260,2,23,Male
2323,2025-08-16 17:17:38.259,2025-08-16 17:17:45.059,05:36:38.260,5,28,Male
2324,2025-08-16 17:18:09.458,2025-08-16 17:18:09.858,05:37:09.459,2,25,Female
2325,2025-08-16 17:18:09.858,2025-08-16 17:18:09.858,05:37:09.859,1,48,Male
2326,2025-08-16 17:18:28.258,2025-08-16 17:18:28.658,05:37:28.258,2,23,Male
2327,2025-08-16 17:18:28.258,2025-08-16 17:18:28.258,05:37:28.258,1,24,Female
2328,2025-08-16 17:18:29.058,2025-08-16 17:18:29.458,05:37:29.058,2,22,Male
2329,2025-08-16 17:18:30.657,2025-08-16 17:18:30.657,05:37:30.658,1,29,Female
2330,2025-08-16 17:18:31.457,2025-08-16 17:18:31.457,05:37:31.458,1,27,Female
2331,2025-08-16 17:18:31.457,2025-08-16 17:18:31.457,05:37:31.458,1,26,Female
2332,2025-08-16 17:18:35.457,2025-08-16 17:18:35.457,05:37:35.458,1,35,Male
2333,2025-08-16 17:18:38.657,2025-08-16 17:18:38.657,05:37:38.658,1,26,Female
2334,2025-08-16 17:18:39.057,2025-08-16 17:18:39.057,05:37:39.058,1,25,Male
2335,2025-08-16 17:18:54.657,2025-08-16 17:18:54.657,05:37:54.657,1,29,Male
2336,2025-08-16 17:18:55.057,2025-08-16 17:18:55.057,05:37:55.057,1,28,Female
2337,2025-08-16 17:18:55.857,2025-08-16 17:19:05.856,05:37:55.857,14,29,Female
2338,2025-08-16 17:18:56.257,2025-08-16 17:18:56.657,05:37:56.257,2,25,Female
2339,2025-08-16 17:19:03.056,2025-08-16 17:19:03.056,05:38:03.057,1,26,Male
2340,2025-08-16 17:19:05.856,2025-08-16 17:19:05.856,05:38:05.857,1,27,Female
2341,2025-08-16 17:19:06.656,2025-08-16 17:19:06.656,05:38:06.657,1,28,Female
2342,2025-08-16 17:19:07.056,2025-08-16 17:19:07.056,05:38:07.057,1,28,Male
2343,2025-08-16 17:19:08.656,2025-08-16 17:19:08.656,05:38:08.657,1,27,Male
2344,2025-08-16 17:19:13.856,2025-08-16 17:19:13.856,05:38:13.857,1,48,Female
2345,2025-08-16 17:19:25.856,2025-08-16 17:19:27.056,05:38:25.856,4,0,
2346,2025-08-16 17:19:26.656,2025-08-16 17:19:34.655,05:38:26.656,20,23,Male
2347,2025-08-16 17:19:27.856,2025-08-16 17:19:27.856,05:38:27.856,1,31,Male
2348,2025-08-16 17:19:28.656,2025-08-16 17:19:31.855,05:38:28.656,6,27,Male
2349,2025-08-16 17:19:33.055,2025-08-16 17:19:33.055,05:38:33.056,1,22,Male
2350,2025-08-16 17:19:34.655,2025-08-16 17:19:34.655,05:38:34.656,1,26,Female
2351,2025-08-16 17:19:43.055,2025-08-16 17:19:43.055,05:38:43.056,1,27,Female
2352,2025-08-16 17:19:52.655,2025-08-16 17:19:53.055,05:38:52.655,2,25,Female
2353,2025-08-16 17:19:54.255,2025-08-16 17:19:54.255,05:38:54.255,1,30,Male
2354,2025-08-16 17:20:01.054,2025-08-16 17:20:08.654,05:39:01.055,4,27,Male
2355,2025-08-16 17:20:03.054,2025-08-16 17:20:03.454,05:39:03.055,2,23,Male
2356,2025-08-16 17:20:03.054,2025-08-16 17:20:03.054,05:39:03.055,1,24,Male
2357,2025-08-16 17:20:04.654,2025-08-16 17:20:04.654,05:39:04.655,1,21,Male
2358,2025-08-16 17:20:11.054,2025-08-16 17:20:11.854,05:39:11.055,2,0,
2359,2025-08-16 17:20:17.454,2025-08-16 17:20:17.454,05:39:17.454,1,0,
2360,2025-08-16 17:20:20.254,2025-08-16 17:20:23.454,05:39:20.254,5,27,Male
2361,2025-08-16 17:20:22.654,2025-08-16 17:20:22.654,05:39:22.654,1,30,Male
2362,2025-08-16 17:20:23.054,2025-08-16 17:20:23.054,05:39:23.054,1,30,Male
2363,2025-08-16 17:20:23.454,2025-08-16 17:20:23.454,05:39:23.454,1,27,Female
2364,2025-08-16 17:20:24.254,2025-08-16 17:20:24.254,05:39:24.254,1,24,Male
2365,2025-08-16 17:20:36.653,2025-08-16 17:20:37.453,05:39:36.654,2,32,Male
2366,2025-08-16 17:20:41.853,2025-08-16 17:20:41.853,05:39:41.854,1,30,Female
2367,2025-08-16 17:20:51.053,2025-08-16 17:20:51.053,05:39:51.053,1,36,Female
2368,2025-08-16 17:20:51.853,2025-08-16 17:20:53.053,05:39:51.853,4,31,Female
2369,2025-08-16 17:20:53.853,2025-08-16 17:20:54.253,05:39:53.853,2,33,Male
2370,2025-08-16 17:20:55.853,2025-08-16 17:20:55.853,05:39:55.853,1,33,Female
2371,2025-08-16 17:20:57.453,2025-08-16 17:21:05.052,05:39:57.453,19,30,Female
2372,2025-08-16 17:20:57.453,2025-08-16 17:20:57.453,05:39:57.453,1,29,Female
2373,2025-08-16 17:21:02.252,2025-08-16 17:21:02.252,05:40:02.253,1,24,Male
2374,2025-08-16 17:21:02.252,2025-08-16 17:21:02.252,05:40:02.253,1,28,Female
2375,2025-08-16 17:21:02.652,2025-08-16 17:21:06.252,05:40:02.653,8,24,Male
2376,2025-08-16 17:21:03.852,2025-08-16 17:21:03.852,05:40:03.853,1,34,Male
2377,2025-08-16 17:21:09.452,2025-08-16 17:21:09.452,05:40:09.453,1,30,Male
2378,2025-08-16 17:21:10.252,2025-08-16 17:21:10.252,05:40:10.253,1,28,Male
2379,2025-08-16 17:21:13.052,2025-08-16 17:21:20.252,05:40:13.053,7,27,Female
2380,2025-08-16 17:21:17.052,2025-08-16 17:21:17.452,05:40:17.052,2,28,Female
2381,2025-08-16 17:21:21.452,2025-08-16 17:21:21.452,05:40:21.452,1,0,
2382,2025-08-16 17:21:26.252,2025-08-16 17:21:26.252,05:40:26.252,1,30,Female
2383,2025-08-16 17:21:40.251,2025-08-16 17:21:40.251,05:40:40.252,1,0,
2384,2025-08-16 17:21:42.651,2025-08-16 17:21:42.651,05:40:42.652,1,0,
2385,2025-08-16 17:21:48.251,2025-08-16 17:21:48.251,05:40:48.251,1,0,
2386,2025-08-16 17:21:50.251,2025-08-16 17:21:51.851,05:40:50.251,2,26,Female
2387,2025-08-16 17:21:51.051,2025-08-16 17:21:51.051,05:40:51.051,1,26,Female
2388,2025-08-16 17:21:58.651,2025-08-16 17:21:58.651,05:40:58.651,1,0,
2389,2025-08-16 17:22:32.649,2025-08-16 17:22:37.049,05:41:32.650,5,0,
2390,2025-08-16 17:22:33.849,2025-08-16 17:22:33.849,05:41:33.850,1,29,Female
2391,2025-08-16 17:22:35.849,2025-08-16 17:22:35.849,05:41:35.850,1,0,
2392,2025-08-16 17:22:38.649,2025-08-16 17:22:47.849,05:41:38.650,8,24,Male
2393,2025-08-16 17:22:44.249,2025-08-16 17:22:44.649,05:41:44.250,2,25,Male
2394,2025-08-16 17:22:45.049,2025-08-16 17:22:45.049,05:41:45.049,1,28,Male
2395,2025-08-16 17:22:45.449,2025-08-16 17:22:45.449,05:41:45.449,1,28,Male
2396,2025-08-16 17:22:45.849,2025-08-16 17:22:47.849,05:41:45.849,4,25,Male
2397,2025-08-16 17:23:03.048,2025-08-16 17:23:03.048,05:42:03.049,1,24,Female
2398,2025-08-16 17:23:33.847,2025-08-16 17:23:33.847,05:42:33.848,1,24,Male
2399,2025-08-16 17:23:45.047,2025-08-16 17:23:45.047,05:42:45.047,1,0,
2400,2025-08-16 17:23:45.047,2025-08-16 17:23:45.047,05:42:45.047,1,0,
2401,2025-08-16 17:23:45.447,2025-08-16 17:23:45.447,05:42:45.447,1,0,
2402,2025-08-16 17:23:45.847,2025-08-16 17:23:45.847,05:42:45.847,1,0,
2403,2025-08-16 17:23:47.047,2025-08-16 17:23:47.047,05:42:47.047,1,0,
2404,2025-08-16 17:23:47.447,2025-08-16 17:23:47.447,05:42:47.447,1,0,
